episode,reward,steps,finished,offtrack_ratio,tiles_visited
658,-234.99999999999983,50,0,1.0,4
659,-224.99999999999983,50,0,1.0,5
660,-224.99999999999983,50,0,1.0,5
661,-244.9999999999998,50,0,1.0,3
662,-234.99999999999983,50,0,1.0,4
663,-234.9999999999998,50,0,1.0,4
664,-214.99999999999983,50,0,1.0,6
665,-234.99999999999983,50,0,1.0,4
666,-234.99999999999983,50,0,1.0,4
667,-234.99999999999983,50,0,1.0,4
668,-234.9999999999998,50,0,1.0,4
669,-224.9999999999998,50,0,1.0,5
670,-234.9999999999998,50,0,1.0,4
671,-224.99999999999983,50,0,1.0,5
672,-234.9999999999998,50,0,1.0,4
673,-234.99999999999983,50,0,1.0,4
674,-234.99999999999983,50,0,1.0,4
675,-234.99999999999983,50,0,1.0,4
676,-244.99999999999983,50,0,1.0,3
677,-224.9999999999998,50,0,1.0,5
678,-224.99999999999983,50,0,1.0,5
679,-234.9999999999998,50,0,1.0,4
680,-254.9999999999998,50,0,1.0,2
681,-224.99999999999983,50,0,1.0,5
682,-244.9999999999998,50,0,1.0,3
683,-224.99999999999983,50,0,1.0,5
684,-234.99999999999983,50,0,1.0,4
685,-234.9999999999998,50,0,1.0,4
686,-244.9999999999998,50,0,1.0,3
687,-224.99999999999983,50,0,1.0,5
688,-224.99999999999983,50,0,1.0,5
689,-234.99999999999983,50,0,1.0,4
690,-234.99999999999983,50,0,1.0,4
691,-234.99999999999983,50,0,1.0,4
692,-224.9999999999998,50,0,1.0,5
693,-234.99999999999983,50,0,1.0,4
694,-214.99999999999983,50,0,1.0,6
695,-234.9999999999998,50,0,1.0,4
696,-244.99999999999983,50,0,1.0,3
697,-244.9999999999998,50,0,1.0,3
698,-224.99999999999983,50,0,1.0,5
699,-244.9999999999998,50,0,1.0,3
700,-214.9999999999998,50,0,1.0,6
701,-224.9999999999998,50,0,1.0,5
702,-244.99999999999983,50,0,1.0,3
703,-224.99999999999983,50,0,1.0,5
704,-244.9999999999998,50,0,1.0,3
705,-214.99999999999983,50,0,1.0,6
706,-234.99999999999983,50,0,1.0,4
707,-234.9999999999998,50,0,1.0,4
708,-234.99999999999983,50,0,1.0,4
709,-234.99999999999983,50,0,1.0,4
710,-224.99999999999983,50,0,1.0,5
711,-254.9999999999998,50,0,1.0,2
712,-234.9999999999998,50,0,1.0,4
713,-234.99999999999983,50,0,1.0,4
714,-234.99999999999983,50,0,1.0,4
715,-234.9999999999998,50,0,1.0,4
716,-244.9999999999998,50,0,1.0,3
717,-244.9999999999998,50,0,1.0,3
718,-224.99999999999983,50,0,1.0,5
719,-234.99999999999983,50,0,1.0,4
720,-234.99999999999983,50,0,1.0,4
721,-234.9999999999998,50,0,1.0,4
722,-234.99999999999983,50,0,1.0,4
723,-234.99999999999983,50,0,1.0,4
724,-234.9999999999998,50,0,1.0,4
725,-224.9999999999998,50,0,1.0,5
726,-234.99999999999983,50,0,1.0,4
727,-234.99999999999983,50,0,1.0,4
728,-234.99999999999983,50,0,1.0,4
729,-244.9999999999998,50,0,1.0,3
730,-224.9999999999998,50,0,1.0,5
731,-234.9999999999998,50,0,1.0,4
732,-234.9999999999998,50,0,1.0,4
733,-244.9999999999998,50,0,1.0,4
734,-244.9999999999998,50,0,1.0,3
735,-234.99999999999983,50,0,1.0,4
736,-234.9999999999998,50,0,1.0,4
737,-234.9999999999998,50,0,1.0,4
738,-234.9999999999998,50,0,1.0,4
739,-214.99999999999983,50,0,1.0,6
740,-234.99999999999983,50,0,1.0,4
741,-234.99999999999983,50,0,1.0,4
742,-244.9999999999998,50,0,1.0,3
743,-214.9999999999998,50,0,1.0,6
744,-234.99999999999983,50,0,1.0,4
745,-234.99999999999983,50,0,1.0,4
746,-224.9999999999998,50,0,1.0,5
747,-234.99999999999983,50,0,1.0,4
748,-224.99999999999983,50,0,1.0,5
749,-234.9999999999998,50,0,1.0,4
750,-234.99999999999983,50,0,1.0,4
751,-214.99999999999983,50,0,1.0,6
752,-244.9999999999998,50,0,1.0,3
753,-224.9999999999998,50,0,1.0,5
754,-244.9999999999998,50,0,1.0,3
755,-244.9999999999998,50,0,1.0,3
756,-234.9999999999998,50,0,1.0,4
757,-234.99999999999983,50,0,1.0,4
758,-224.99999999999983,50,0,1.0,5
759,-234.9999999999998,50,0,1.0,4
760,-244.9999999999998,50,0,1.0,3
761,-234.99999999999983,50,0,1.0,4
762,-234.9999999999998,50,0,1.0,4
763,-224.99999999999983,50,0,1.0,5
764,-224.99999999999983,50,0,1.0,5
765,-234.99999999999983,50,0,1.0,4
766,-234.9999999999998,50,0,1.0,4
767,-234.9999999999998,50,0,1.0,4
768,-224.99999999999983,50,0,1.0,5
769,-234.99999999999983,50,0,1.0,4
770,-234.9999999999998,50,0,1.0,4
771,-244.9999999999998,50,0,1.0,3
772,-234.99999999999983,50,0,1.0,4
773,-234.9999999999998,50,0,1.0,4
774,-234.9999999999998,50,0,1.0,4
775,-244.99999999999983,50,0,1.0,3
776,-234.99999999999983,50,0,1.0,4
777,-234.9999999999998,50,0,1.0,4
778,-234.99999999999983,50,0,1.0,4
779,-234.99999999999983,50,0,1.0,4
780,-224.99999999999983,50,0,1.0,5
781,-224.99999999999983,50,0,1.0,5
782,-234.99999999999983,50,0,1.0,4
783,-234.99999999999983,50,0,1.0,4
784,-234.99999999999983,50,0,1.0,4
785,-234.99999999999983,50,0,1.0,4
786,-234.99999999999983,50,0,1.0,4
787,-234.99999999999983,50,0,1.0,4
788,-234.99999999999983,50,0,1.0,4
789,-224.99999999999983,50,0,1.0,5
790,-234.9999999999998,50,0,1.0,4
791,-244.9999999999998,50,0,1.0,3
792,-224.99999999999983,50,0,1.0,5
793,-234.99999999999983,50,0,1.0,4
794,-244.9999999999998,50,0,1.0,3
795,-234.99999999999983,50,0,1.0,4
796,-254.9999999999998,50,0,1.0,2
797,-244.9999999999998,50,0,1.0,3
798,-234.9999999999998,50,0,1.0,4
799,-244.99999999999983,50,0,1.0,3
800,-234.99999999999983,50,0,1.0,4
801,-234.99999999999983,50,0,1.0,4
802,-234.99999999999983,50,0,1.0,4
803,-234.9999999999998,50,0,1.0,4
804,-234.99999999999983,50,0,1.0,4
805,-244.9999999999998,50,0,1.0,3
806,-244.9999999999998,50,0,1.0,3
807,-244.9999999999998,50,0,1.0,3
808,-254.9999999999998,50,0,1.0,2
809,-244.9999999999998,50,0,1.0,3
810,-244.9999999999998,50,0,1.0,3
811,-244.9999999999998,50,0,1.0,3
812,-234.9999999999998,50,0,1.0,4
813,-234.9999999999998,50,0,1.0,4
814,-234.9999999999998,50,0,1.0,4
815,-234.99999999999983,50,0,1.0,4
816,-234.99999999999983,50,0,1.0,4
817,-234.99999999999983,50,0,1.0,4
818,-244.9999999999998,50,0,1.0,3
819,-234.9999999999998,50,0,1.0,4
820,-224.99999999999983,50,0,1.0,5
821,-214.99999999999983,50,0,1.0,6
822,-234.99999999999983,50,0,1.0,4
823,-234.99999999999983,50,0,1.0,4
824,-244.9999999999998,50,0,1.0,3
825,-244.9999999999998,50,0,1.0,3
826,-244.9999999999998,50,0,1.0,3
827,-234.99999999999983,50,0,1.0,4
828,-234.9999999999998,50,0,1.0,4
829,-234.99999999999983,50,0,1.0,4
830,-234.99999999999983,50,0,1.0,4
831,-234.99999999999983,50,0,1.0,4
832,-234.99999999999983,50,0,1.0,4
833,-234.99999999999983,50,0,1.0,4
834,-234.99999999999983,50,0,1.0,4
835,-234.99999999999983,50,0,1.0,4
836,-234.99999999999983,50,0,1.0,4
837,-234.9999999999998,50,0,1.0,4
838,-234.99999999999983,50,0,1.0,4
839,-234.99999999999983,50,0,1.0,4
840,-244.9999999999998,50,0,1.0,3
841,-224.99999999999983,50,0,1.0,5
842,-224.99999999999983,50,0,1.0,5
843,-214.99999999999983,50,0,1.0,6
844,-234.99999999999983,50,0,1.0,4
845,-244.9999999999998,50,0,1.0,3
846,-234.99999999999983,50,0,1.0,4
847,-224.99999999999983,50,0,1.0,5
848,-214.99999999999983,50,0,1.0,6
849,-214.99999999999983,50,0,1.0,6
850,-244.9999999999998,50,0,1.0,3
851,-214.99999999999983,50,0,1.0,6
852,-234.99999999999983,50,0,1.0,4
853,-234.99999999999983,50,0,1.0,4
854,-224.99999999999983,50,0,1.0,5
855,-234.99999999999983,50,0,1.0,4
856,-234.99999999999983,50,0,1.0,4
857,-234.9999999999998,50,0,1.0,4
858,-244.9999999999998,50,0,1.0,3
859,-234.99999999999983,50,0,1.0,4
860,-234.99999999999983,50,0,1.0,4
861,-234.99999999999983,50,0,1.0,4
862,-234.9999999999998,50,0,1.0,4
863,-234.9999999999998,50,0,1.0,4
864,-234.99999999999983,50,0,1.0,4
865,-234.99999999999983,50,0,1.0,4
866,-234.99999999999983,50,0,1.0,4
867,-234.99999999999983,50,0,1.0,4
868,-234.99999999999983,50,0,1.0,4
869,-244.9999999999998,50,0,1.0,3
870,-244.9999999999998,50,0,1.0,3
871,-234.99999999999983,50,0,1.0,4
872,-234.9999999999998,50,0,1.0,4
873,-234.99999999999983,50,0,1.0,4
874,-234.99999999999983,50,0,1.0,4
875,-234.9999999999998,50,0,1.0,4
876,-244.9999999999998,50,0,1.0,3
877,-234.99999999999983,50,0,1.0,4
878,-234.9999999999998,50,0,1.0,4
879,-234.99999999999983,50,0,1.0,4
880,-234.9999999999998,50,0,1.0,4
881,-244.99999999999983,50,0,1.0,3
882,-244.9999999999998,50,0,1.0,3
883,-234.99999999999983,50,0,1.0,4
884,-234.9999999999998,50,0,1.0,4
885,-244.9999999999998,50,0,1.0,3
886,-234.9999999999998,50,0,1.0,4
887,-234.99999999999983,50,0,1.0,4
888,-234.99999999999983,50,0,1.0,4
889,-234.9999999999998,50,0,1.0,4
890,-224.99999999999983,50,0,1.0,5
891,-234.99999999999983,50,0,1.0,4
892,-244.9999999999998,50,0,1.0,3
893,-244.99999999999983,50,0,1.0,3
894,-224.99999999999983,50,0,1.0,5
895,-234.99999999999983,50,0,1.0,4
896,-234.9999999999998,50,0,1.0,4
897,-244.9999999999998,50,0,1.0,3
898,-234.99999999999983,50,0,1.0,4
899,-244.99999999999983,50,0,1.0,3
900,-224.99999999999983,50,0,1.0,5
901,-224.99999999999983,50,0,1.0,5
902,-244.9999999999998,50,0,1.0,3
903,-244.9999999999998,50,0,1.0,3
904,-214.99999999999983,50,0,1.0,6
905,-234.99999999999983,50,0,1.0,4
906,-244.9999999999998,50,0,1.0,3
907,-234.99999999999983,50,0,1.0,4
908,-224.99999999999983,50,0,1.0,5
909,-234.99999999999983,50,0,1.0,4
910,-234.9999999999998,50,0,1.0,4
911,-244.9999999999998,50,0,1.0,3
912,-244.9999999999998,50,0,1.0,3
913,-234.99999999999983,50,0,1.0,4
914,-244.9999999999998,50,0,1.0,3
915,-234.99999999999983,50,0,1.0,4
916,-234.99999999999983,50,0,1.0,4
917,-244.99999999999983,50,0,1.0,3
918,-234.99999999999983,50,0,1.0,4
919,-234.9999999999998,50,0,1.0,4
920,-244.9999999999998,50,0,1.0,3
921,-244.9999999999998,50,0,1.0,3
922,-234.9999999999998,50,0,1.0,4
923,-254.9999999999998,50,0,1.0,2
924,-234.9999999999998,50,0,1.0,4
925,-244.9999999999998,50,0,1.0,3
926,-234.9999999999998,50,0,1.0,4
927,-224.9999999999998,50,0,1.0,5
928,-234.99999999999983,50,0,1.0,4
929,-224.99999999999983,50,0,1.0,5
930,-234.99999999999983,50,0,1.0,4
931,-224.99999999999983,50,0,1.0,5
932,-254.9999999999998,50,0,1.0,2
933,-234.99999999999983,50,0,1.0,4
934,-234.99999999999983,50,0,1.0,4
935,-234.99999999999983,50,0,1.0,4
936,-244.99999999999983,50,0,1.0,3
937,-254.9999999999998,50,0,1.0,2
938,-234.99999999999983,50,0,1.0,4
939,-234.99999999999983,50,0,1.0,4
940,-234.99999999999983,50,0,1.0,4
941,-224.99999999999983,50,0,1.0,5
942,-234.99999999999983,50,0,1.0,4
943,-224.99999999999983,50,0,1.0,5
944,-224.99999999999983,50,0,1.0,5
945,-234.99999999999983,50,0,1.0,4
946,-224.99999999999983,50,0,1.0,5
947,-234.99999999999983,50,0,1.0,4
948,-234.99999999999983,50,0,1.0,4
949,-244.9999999999998,50,0,1.0,3
950,-254.9999999999998,50,0,1.0,2
951,-234.99999999999983,50,0,1.0,4
952,-234.99999999999983,50,0,1.0,4
953,-244.99999999999983,50,0,1.0,3
954,-244.99999999999983,50,0,1.0,3
955,-244.99999999999983,50,0,1.0,3
956,-234.99999999999983,50,0,1.0,4
957,-234.99999999999983,50,0,1.0,4
958,-234.99999999999983,50,0,1.0,4
959,-234.9999999999998,50,0,1.0,4
960,-234.99999999999983,50,0,1.0,4
961,-234.99999999999983,50,0,1.0,4
962,-234.99999999999983,50,0,1.0,4
963,-254.9999999999998,50,0,1.0,2
964,-244.9999999999998,50,0,1.0,3
965,-234.99999999999983,50,0,1.0,4
966,-244.99999999999983,50,0,1.0,3
967,-234.99999999999983,50,0,1.0,4
968,-244.9999999999998,50,0,1.0,3
969,-224.99999999999983,50,0,1.0,5
970,-234.9999999999998,50,0,1.0,4
971,-234.99999999999983,50,0,1.0,4
972,-234.9999999999998,50,0,1.0,4
973,-234.99999999999983,50,0,1.0,4
974,-234.99999999999983,50,0,1.0,4
975,-244.99999999999983,50,0,1.0,3
976,-254.9999999999998,50,0,1.0,2
977,-234.99999999999983,50,0,1.0,4
978,-244.9999999999998,50,0,1.0,3
979,-234.99999999999983,50,0,1.0,4
980,-234.99999999999983,50,0,1.0,4
981,-234.9999999999998,50,0,1.0,4
982,-234.99999999999983,50,0,1.0,4
983,-234.99999999999983,50,0,1.0,4
984,-234.9999999999998,50,0,1.0,4
985,-234.9999999999998,50,0,1.0,4
986,-254.9999999999998,50,0,1.0,2
987,-234.99999999999983,50,0,1.0,4
988,-234.99999999999983,50,0,1.0,4
989,-234.99999999999983,50,0,1.0,4
990,-234.99999999999983,50,0,1.0,4
991,-234.99999999999983,50,0,1.0,4
992,-224.99999999999983,50,0,1.0,5
993,-234.99999999999983,50,0,1.0,4
994,-234.99999999999983,50,0,1.0,4
995,-234.99999999999983,50,0,1.0,4
996,-244.9999999999998,50,0,1.0,3
997,-234.99999999999983,50,0,1.0,4
998,-244.99999999999983,50,0,1.0,3
999,-234.99999999999983,50,0,1.0,4
1000,-234.9999999999998,50,0,1.0,4
1001,-254.9999999999998,50,0,1.0,2
1002,-234.99999999999983,50,0,1.0,4
1003,-234.99999999999983,50,0,1.0,4
1004,-234.99999999999983,50,0,1.0,4
1005,-234.99999999999983,50,0,1.0,4
1006,-234.9999999999998,50,0,1.0,4
1007,-224.99999999999983,50,0,1.0,5
1008,-224.99999999999983,50,0,1.0,5
1009,-234.99999999999983,50,0,1.0,4
1010,-244.99999999999983,50,0,1.0,3
1011,-244.99999999999983,50,0,1.0,3
1012,-224.99999999999983,50,0,1.0,5
1013,-234.99999999999983,50,0,1.0,4
1014,-234.99999999999983,50,0,1.0,4
1015,-224.99999999999983,50,0,1.0,5
1016,-214.99999999999983,50,0,1.0,6
1017,-234.99999999999983,50,0,1.0,4
1018,-234.99999999999983,50,0,1.0,4
1019,-224.99999999999983,50,0,1.0,5
1020,-234.9999999999998,50,0,1.0,4
1021,-244.9999999999998,50,0,1.0,3
1022,-254.9999999999998,50,0,1.0,2
1023,-214.99999999999983,50,0,1.0,6
1024,-234.9999999999998,50,0,1.0,4
1025,-224.99999999999983,50,0,1.0,5
1026,-214.99999999999983,50,0,1.0,6
1027,-234.9999999999998,50,0,1.0,4
1028,-224.99999999999983,50,0,1.0,5
1029,-224.99999999999983,50,0,1.0,5
1030,-214.9999999999998,50,0,1.0,6
1031,-224.99999999999983,50,0,1.0,5
1032,-214.99999999999983,50,0,1.0,6
1033,-234.9999999999998,50,0,1.0,4
1034,-234.9999999999998,50,0,1.0,4
1035,-224.99999999999983,50,0,1.0,5
1036,-234.9999999999998,50,0,1.0,4
1037,-214.99999999999983,50,0,1.0,6
1038,-224.99999999999983,50,0,1.0,5
1039,-234.99999999999983,50,0,1.0,4
1040,-254.9999999999998,50,0,1.0,2
1041,-224.99999999999983,50,0,1.0,5
1042,-214.99999999999983,50,0,1.0,6
1043,-234.99999999999983,50,0,1.0,4
1044,-244.9999999999998,50,0,1.0,3
1045,-254.9999999999998,50,0,1.0,2
1046,-234.99999999999983,50,0,1.0,4
1047,-244.9999999999998,50,0,1.0,3
1048,-244.9999999999998,50,0,1.0,3
1049,-214.99999999999983,50,0,1.0,6
1050,-224.99999999999983,50,0,1.0,5
1051,-214.9999999999998,50,0,1.0,6
1052,-234.99999999999983,50,0,1.0,4
1053,-234.99999999999983,50,0,1.0,4
1054,-214.99999999999983,50,0,1.0,6
1055,-224.9999999999998,50,0,1.0,5
1056,-244.9999999999998,50,0,1.0,3
1057,-214.99999999999983,50,0,1.0,6
1058,-214.99999999999983,50,0,1.0,6
1059,-214.99999999999983,50,0,1.0,6
1060,-234.99999999999983,50,0,1.0,4
1061,-224.99999999999983,50,0,1.0,5
1062,-244.99999999999983,50,0,1.0,3
1063,-234.99999999999983,50,0,1.0,4
1064,-234.9999999999998,50,0,1.0,4
1065,-234.99999999999983,50,0,1.0,4
1066,-234.99999999999983,50,0,1.0,4
1067,-234.99999999999983,50,0,1.0,4
1068,-214.99999999999983,50,0,1.0,6
1069,-224.99999999999983,50,0,1.0,5
1070,-234.99999999999983,50,0,1.0,4
1071,-234.99999999999983,50,0,1.0,4
1072,-244.9999999999998,50,0,1.0,3
1073,-234.99999999999983,50,0,1.0,4
1074,-224.99999999999983,50,0,1.0,5
1075,-234.9999999999998,50,0,1.0,4
1076,-234.99999999999983,50,0,1.0,4
1077,-254.9999999999998,50,0,1.0,2
1078,-224.99999999999983,50,0,1.0,5
1079,-214.99999999999983,50,0,1.0,6
1080,-234.99999999999983,50,0,1.0,4
1081,-234.99999999999983,50,0,1.0,4
1082,-234.99999999999983,50,0,1.0,4
1083,-234.99999999999983,50,0,1.0,4
1084,-244.9999999999998,50,0,1.0,3
1085,-244.9999999999998,50,0,1.0,3
1086,-214.99999999999983,50,0,1.0,6
1087,-214.99999999999983,50,0,1.0,6
1088,-244.99999999999983,50,0,1.0,3
1089,-234.99999999999983,50,0,1.0,4
1090,-214.99999999999983,50,0,1.0,6
1091,-214.99999999999983,50,0,1.0,6
1092,-224.99999999999983,50,0,1.0,5
1093,-224.9999999999998,50,0,1.0,5
1094,-204.99999999999983,50,0,1.0,7
1095,-224.99999999999983,50,0,1.0,5
1096,-234.9999999999998,50,0,1.0,4
1097,-234.99999999999983,50,0,1.0,4
1098,-234.99999999999983,50,0,1.0,4
1099,-234.99999999999983,50,0,1.0,4
1100,-234.9999999999998,50,0,1.0,4
1101,-254.9999999999998,50,0,1.0,2
1102,-254.9999999999998,50,0,1.0,2
1103,-234.9999999999998,50,0,1.0,4
1104,-234.99999999999983,50,0,1.0,4
1105,-234.9999999999998,50,0,1.0,4
1106,-234.99999999999983,50,0,1.0,4
1107,-244.9999999999998,50,0,1.0,3
1108,-254.9999999999998,50,0,1.0,2
1109,-244.9999999999998,50,0,1.0,3
1110,-244.9999999999998,50,0,1.0,3
1111,-234.99999999999983,50,0,1.0,4
1112,-234.99999999999983,50,0,1.0,4
1113,-234.9999999999998,50,0,1.0,4
1114,-234.99999999999983,50,0,1.0,5
1115,-254.9999999999998,50,0,1.0,2
1116,-254.9999999999998,50,0,1.0,2
1117,-224.99999999999983,50,0,1.0,5
1118,-224.99999999999983,50,0,1.0,5
1119,-234.99999999999983,50,0,1.0,4
1120,-224.99999999999983,50,0,1.0,5
1121,-214.99999999999983,50,0,1.0,6
1122,-234.9999999999998,50,0,1.0,4
1123,-234.99999999999983,50,0,1.0,4
1124,-234.99999999999983,50,0,1.0,4
1125,-244.9999999999998,50,0,1.0,3
1126,-244.9999999999998,50,0,1.0,3
1127,-234.99999999999983,50,0,1.0,4
1128,-234.99999999999983,50,0,1.0,4
1129,-234.99999999999983,50,0,1.0,4
1130,-234.9999999999998,50,0,1.0,4
1131,-254.9999999999998,50,0,1.0,2
1132,-234.99999999999983,50,0,1.0,4
1133,-234.99999999999983,50,0,1.0,4
1134,-234.99999999999983,50,0,1.0,4
1135,-234.99999999999983,50,0,1.0,4
1136,-224.99999999999983,50,0,1.0,5
1137,-234.99999999999983,50,0,1.0,4
1138,-224.99999999999983,50,0,1.0,5
1139,-204.99999999999983,50,0,1.0,7
1140,-224.99999999999983,50,0,1.0,5
1141,-234.9999999999998,50,0,1.0,4
1142,-244.9999999999998,50,0,1.0,3
1143,-244.9999999999998,50,0,1.0,3
1144,-224.99999999999983,50,0,1.0,5
1145,-224.99999999999983,50,0,1.0,5
1146,-224.99999999999983,50,0,1.0,5
1147,-244.9999999999998,50,0,1.0,3
1148,-234.99999999999983,50,0,1.0,4
1149,-214.99999999999983,50,0,1.0,6
1150,-244.9999999999998,50,0,1.0,3
1151,-214.99999999999983,50,0,1.0,6
1152,-214.9999999999998,50,0,1.0,6
1153,-214.99999999999983,50,0,1.0,6
1154,-234.9999999999998,50,0,1.0,4
1155,-214.9999999999998,50,0,1.0,6
1156,-234.9999999999998,50,0,1.0,4
1157,-234.99999999999983,50,0,1.0,4
1158,-244.9999999999998,50,0,1.0,3
1159,-254.9999999999998,50,0,1.0,2
1160,-254.9999999999998,50,0,1.0,2
1161,-224.99999999999983,50,0,1.0,5
1162,-234.99999999999983,50,0,1.0,4
1163,-224.99999999999983,50,0,1.0,5
1164,-214.99999999999983,50,0,1.0,6
1165,-244.9999999999998,50,0,1.0,3
1166,-234.99999999999983,50,0,1.0,4
1167,-234.99999999999983,50,0,1.0,4
1168,-254.9999999999998,50,0,1.0,2
1169,-224.9999999999998,50,0,1.0,5
1170,-214.99999999999983,50,0,1.0,6
1171,-224.99999999999983,50,0,1.0,5
1172,-244.9999999999998,50,0,1.0,3
1173,-214.99999999999983,50,0,1.0,6
1174,-214.99999999999983,50,0,1.0,6
1175,-224.99999999999983,50,0,1.0,5
1176,-224.99999999999983,50,0,1.0,5
1177,-234.99999999999983,50,0,1.0,4
1178,-234.99999999999983,50,0,1.0,4
1179,-214.99999999999983,50,0,1.0,6
1180,-214.99999999999983,50,0,1.0,6
1181,-234.99999999999983,50,0,1.0,4
1182,-234.99999999999983,50,0,1.0,4
1183,-244.99999999999983,50,0,1.0,3
1184,-234.99999999999983,50,0,1.0,4
1185,-234.99999999999983,50,0,1.0,4
1186,-234.99999999999983,50,0,1.0,4
1187,-244.9999999999998,50,0,1.0,3
1188,-234.9999999999998,50,0,1.0,4
1189,-254.9999999999998,50,0,1.0,2
1190,-234.9999999999998,50,0,1.0,4
1191,-234.99999999999983,50,0,1.0,4
1192,-234.99999999999983,50,0,1.0,4
1193,-234.99999999999983,50,0,1.0,4
1194,-254.9999999999998,50,0,1.0,2
1195,-234.99999999999983,50,0,1.0,4
1196,-224.99999999999983,50,0,1.0,5
1197,-224.99999999999983,50,0,1.0,5
1198,-254.9999999999998,50,0,1.0,2
1199,-234.99999999999983,50,0,1.0,4
1200,-244.9999999999998,50,0,1.0,3
1201,-254.9999999999998,50,0,1.0,2
1202,-214.99999999999983,50,0,1.0,6
1203,-224.99999999999983,50,0,1.0,5
1204,-224.99999999999983,50,0,1.0,5
1205,-214.99999999999983,50,0,1.0,6
1206,-244.9999999999998,50,0,1.0,3
1207,-214.99999999999983,50,0,1.0,6
1208,-234.9999999999998,50,0,1.0,4
1209,-234.99999999999983,50,0,1.0,4
1210,-224.99999999999983,50,0,1.0,5
1211,-234.99999999999983,50,0,1.0,4
1212,-234.99999999999983,50,0,1.0,4
1213,-234.99999999999983,50,0,1.0,4
1214,-234.9999999999998,50,0,1.0,4
1215,-214.99999999999983,50,0,1.0,6
1216,-234.99999999999983,50,0,1.0,4
1217,-224.99999999999983,50,0,1.0,5
1218,-234.99999999999983,50,0,1.0,4
1219,-224.99999999999983,50,0,1.0,5
1220,-224.99999999999983,50,0,1.0,5
1221,-234.9999999999998,50,0,1.0,4
1222,-244.9999999999998,50,0,1.0,3
1223,-234.99999999999983,50,0,1.0,4
1224,-234.9999999999998,50,0,1.0,4
1225,-234.9999999999998,50,0,1.0,4
1226,-234.99999999999983,50,0,1.0,4
1227,-234.99999999999983,50,0,1.0,4
1228,-234.99999999999983,50,0,1.0,4
1229,-234.9999999999998,50,0,1.0,4
1230,-234.99999999999983,50,0,1.0,4
1231,-234.99999999999983,50,0,1.0,4
1232,-234.99999999999983,50,0,1.0,4
1233,-234.99999999999983,50,0,1.0,4
1234,-234.99999999999983,50,0,1.0,4
1235,-224.99999999999983,50,0,1.0,5
1236,-234.99999999999983,50,0,1.0,4
1237,-254.9999999999998,50,0,1.0,2
1238,-244.9999999999998,50,0,1.0,3
1239,-214.99999999999983,50,0,1.0,6
1240,-224.99999999999983,50,0,1.0,5
1241,-244.9999999999998,50,0,1.0,3
1242,-234.99999999999983,50,0,1.0,4
1243,-244.9999999999998,50,0,1.0,3
1244,-214.99999999999983,50,0,1.0,6
1245,-224.99999999999983,50,0,1.0,5
1246,-234.99999999999983,50,0,1.0,4
1247,-234.99999999999983,50,0,1.0,4
1248,-224.99999999999983,50,0,1.0,5
1249,-224.99999999999983,50,0,1.0,5
1250,-214.99999999999983,50,0,1.0,6
1251,-234.99999999999983,50,0,1.0,4
1252,-234.99999999999983,50,0,1.0,4
1253,-234.99999999999983,50,0,1.0,4
1254,-244.9999999999998,50,0,1.0,3
1255,-234.99999999999983,50,0,1.0,4
1256,-244.9999999999998,50,0,1.0,3
1257,-244.9999999999998,50,0,1.0,3
1258,-234.99999999999983,50,0,1.0,4
1259,-224.99999999999983,50,0,1.0,5
1260,-234.99999999999983,50,0,1.0,4
1261,-234.99999999999983,50,0,1.0,4
1262,-244.9999999999998,50,0,1.0,3
1263,-254.9999999999998,50,0,1.0,2
1264,-234.99999999999983,50,0,1.0,4
1265,-224.99999999999983,50,0,1.0,5
1266,-244.9999999999998,50,0,1.0,3
1267,-234.99999999999983,50,0,1.0,4
1268,-234.99999999999983,50,0,1.0,4
1269,-234.99999999999983,50,0,1.0,4
1270,-244.9999999999998,50,0,1.0,3
1271,-224.99999999999983,50,0,1.0,5
1272,-224.99999999999983,50,0,1.0,5
1273,-234.99999999999983,50,0,1.0,4
1274,-234.9999999999998,50,0,1.0,4
1275,-224.99999999999983,50,0,1.0,5
1276,-254.9999999999998,50,0,1.0,2
1277,-254.9999999999998,50,0,1.0,2
1278,-254.9999999999998,50,0,1.0,2
1279,-254.9999999999998,50,0,1.0,2
1280,-234.99999999999983,50,0,1.0,4
1281,-234.9999999999998,50,0,1.0,4
1282,-244.9999999999998,50,0,1.0,3
1283,-224.99999999999983,50,0,1.0,5
1284,-244.99999999999983,50,0,1.0,3
1285,-234.99999999999983,50,0,1.0,4
1286,-244.9999999999998,50,0,1.0,3
1287,-254.9999999999998,50,0,1.0,2
1288,-234.9999999999998,50,0,1.0,4
1289,-234.99999999999983,50,0,1.0,4
1290,-234.99999999999983,50,0,1.0,4
1291,-254.9999999999998,50,0,1.0,2
1292,-234.99999999999983,50,0,1.0,4
1293,-234.99999999999983,50,0,1.0,4
1294,-244.99999999999983,50,0,1.0,3
1295,-244.9999999999998,50,0,1.0,3
1296,-234.99999999999983,50,0,1.0,4
1297,-254.9999999999998,50,0,1.0,2
1298,-234.99999999999983,50,0,1.0,4
1299,-234.9999999999998,50,0,1.0,4
1300,-254.9999999999998,50,0,1.0,2
1301,-224.99999999999983,50,0,1.0,5
1302,-234.99999999999983,50,0,1.0,4
1303,-234.99999999999983,50,0,1.0,4
1304,-234.99999999999983,50,0,1.0,4
1305,-254.9999999999998,50,0,1.0,2
1306,-234.99999999999983,50,0,1.0,4
1307,-234.99999999999983,50,0,1.0,4
